eu_index,eu_cl_mean_A,eu_cl_min_A,eu_cl_max_A,eu_cl_range_A,bond_length_distortion,cis_angle_mean_deg,cis_angle_abs_dev_from_90_deg,trans_angle_mean_deg,trans_angle_abs_dev_from_180_deg
0,2.704508224489007,2.6517057410927967,2.741223360159648,0.0895176190668514,0.00010744723999101884,90.01565713737858,2.2745540747921034,175.69307493925407,4.306925060745944
1,2.704508224489007,2.6517057410927953,2.74122336015965,0.08951761906685451,0.00010744723999101934,90.01565713737858,2.2745540747921176,175.693074939254,4.306925060746011
2,2.704508224489006,2.651705741092799,2.7412233601596476,0.08951761906684874,0.00010744723999100982,90.0156571373786,2.274554074792109,175.693074939254,4.306925060745992
3,2.704508224489007,2.6517057410927984,2.7412233601596467,0.0895176190668483,0.00010744723999101148,90.0156571373786,2.2745540747920914,175.69307493925388,4.3069250607461145
